eBird English Name,eBird Scientific Name,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Breeding Period,Ground Nester (Open),Ground Nester (Concealed),Canopy Nester,mid story/Shrub/thicket nester,Earthen Cavity nester,Tree Cavity Nester,Cliff Nester,Nest in urban structures,Nest in urban gardens,Area of distribution range (sq. km.),Remarks
Striolated Bunting,Emberiza striolata,20,0,0,0,0,0,10,0,60,10,PlantSeed,Ref_20,A,Jennifer,0,0,100,0,0,0,0,0,Ref_42,1,Jessica,Mar-Jun,0,1,0,0,1,0,0,0,0,,
Reed Bunting,Emberiza schoeniclus,30,0,0,0,0,0,0,0,50,20,PlantSeed,Ref_20,A,Jennifer,0,0,90,10,0,0,0,0,Ref_31,1,Christian,April-Aug,0,1,0,1,0,0,0,0,0,,
Yellow-breasted Bunting,Emberiza aureola,30,0,0,0,0,0,0,0,50,20,PlantSeed,Ref_20,A,Jennifer,0,0,0,30,40,30,0,0,Ref_42,1,Jessica,Jun-,0,1,0,1,0,0,0,0,0,,
Black-faced Bunting,Emberiza spodocephala,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_18,A,Jennifer,0,0,90,10,0,0,0,0,Ref_31,1,Christian,May-Sept,0,1,0,1,0,0,0,0,0,,
Chestnut Bunting,Emberiza rutila,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_18,B,Jennifer,0,0,0,30,40,30,0,0,Ref_42,1,Jessica,Jun-,0,1,0,0,0,0,0,0,0,,
Yellow-browed Bunting,Emberiza chrysophrys,30,0,0,0,0,0,0,0,60,10,PlantSeed,Other,D1,,,,,,,,,,,,,,,,,,,,,,,,
Tristram's Bunting,Emberiza tristrami,30,0,0,0,0,0,0,0,60,10,PlantSeed,Other,D1,0,0,0,0,50,40,10,0,0,Ref_42,1,Christian,May-Jun,0,1,0,1,0,0,0,0,0,,Few records from India and not distributed
Little Bunting,Emberiza pusilla,30,0,0,0,0,0,0,0,70,0,PlantSeed,Ref_20,A,Jennifer,0,0,0,20,60,20,0,0,Ref_42,1,Jessica,Jun-Aug,0,1,0,1,0,0,0,0,0,,
Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,D1,Cody,0,0,10,40,40,10,0,0,Ref_11,0,Cody,Apr-Jul,0,0,0,1,0,0,0,0,0,,
Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,30,30,40,0,0,Ref_11,1,Jessica,Feb-Jul,0,0,1,1,0,0,0,0,0,,
Fire-capped Tit,Cephalopyrus flammiceps,60,0,0,0,0,0,0,20,0,20,Invertebrate,Ref_13,A,Carolina,0,0,0,20,40,40,0,0,Ref_38,1,Other,Apr-Jun,0,0,0,0,0,1,0,0,0,,
Yellow-browed Tit,Sylviparus modestus,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_12,B,Jennifer,0,0,0,20,50,30,0,0,Ref_38,1,Jessica,Apr-May,0,0,0,0,0,1,0,0,0,,
Sultan Tit,Melanochlora sultanea,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,40,40,0,0,Ref_38,1,Jessica,Mar-Jul,0,0,0,0,0,1,0,0,0,,
Coal Tit,Periparus ater,40,0,0,0,0,10,0,10,20,20,Omnivore,Ref_12,A,Jennifer,0,0,100,0,0,0,0,0,Ref_12,1,Jessica,Mar-Jul,0,0,0,0,1,1,0,1,0,,
Black-breasted Tit,Periparus rufonuchalis,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,33,33,33,0,0,Ref_12,1,Jessica,Apr-Jul,0,0,0,0,1,1,0,0,0,,
Rufous-vented Tit,Periparus rubidiventris,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_12,B,Jennifer,0,0,0,0,40,60,0,0,Ref_12,1,Jessica,Apr-Jun,0,0,0,0,1,1,0,0,0,,
Gray-crested Tit,Lophophanes dichrous,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_12,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,,
Azure Tit,Cyanistes cyanus,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,10,30,30,30,0,0,Ref_12,1,Jessica,Apr-Jun,0,0,0,0,1,1,0,1,1,,
Ground Tit,Pseudopodoces humilis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,C,Jennifer,0,0,100,0,0,0,0,0,Ref_30,1,Christian,Apr-Jul,0,0,0,0,1,0,0,0,0,,
Green-backed Tit,Parus monticolus,50,0,0,0,0,0,20,0,20,10,Omnivore,Ref_12,A,Jennifer,0,0,0,30,30,40,0,0,Ref_12,1,Jessica,Feb-Jul,0,0,0,0,1,1,0,1,1,,
Cinereous Tit,Parus cinereus,50,0,0,0,0,0,20,0,20,10,Omnivore,Ref_12,A,,,,,,,,,,,,,Jan-Sept,0,0,0,0,1,1,0,1,1,,According to HBW P. cinereus is one subspecies of P. major and is found in Java and Sunda
White-naped Tit,Machlolophus nuchalis,70,0,0,0,0,0,20,10,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,30,30,40,0,0,Ref_12,1,Jessica,May-Aug,0,0,0,0,0,1,0,0,0,,
Himalayan Black-lored Tit,Machlolophus xanthogenys,60,0,0,0,0,0,20,10,0,10,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_12,1,Jessica,Mar-Jun,0,0,0,0,1,1,0,0,0,,
Indian Yellow Tit,Machlolophus aplonotus,60,0,0,0,0,0,20,10,0,10,Invertebrate,Ref_12,A,,,,,,,,,,,,,Apr-Nov,0,0,0,0,1,1,0,0,0,,Sub-species of M. xanthogenys
Yellow-cheeked Tit,Machlolophus spilonotus,80,0,0,0,0,0,10,0,0,10,Invertebrate,Ref_12,B,Jennifer,0,0,0,20,80,0,0,0,Ref_12,1,Jessica,Feb-Aug,0,0,0,0,1,1,0,0,0,,
White-crowned Penduline-Tit,Remiz coronatus,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_13,A,Carolina,0,0,0,0,20,80,0,0,Ref_38,1,Jessica,May-Jun,0,0,1,1,0,0,0,0,0,,
Greater Hoopoe-Lark,Alaemon alaudipes,70,0,10,0,0,0,0,0,10,10,Invertebrate,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-July,0,1,0,1,0,0,0,0,0,,
Rufous-tailed Lark,Ammomanes phoenicura,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Feb-May,0,1,0,0,0,0,0,0,0,,
Desert Lark,Ammomanes deserti,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-May,1,0,0,0,0,0,0,0,0,,
Black-crowned Sparrow-Lark,Eremopterix nigriceps,40,0,0,0,0,0,0,0,60,0,PlantSeed,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Feb-Sept,1,0,0,0,0,0,0,0,0,,
Ashy-crowned Sparrow-Lark,Eremopterix griseus,40,0,0,0,0,0,0,0,60,0,PlantSeed,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Feb-Sept,0,1,0,0,0,0,0,0,0,,
Singing Bushlark,Mirafra cantillans,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Sept,0,1,0,0,0,0,0,0,0,,
Bengal Bushlark,Mirafra assamica,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Aug,1,0,0,0,0,0,0,0,0,,
Indian Bushlark,Mirafra erythroptera,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Oct,1,0,0,0,0,0,0,0,0,,
Jerdon's Bushlark,Mirafra affinis,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Dec-May,0,1,0,0,0,0,0,0,0,,
Lesser Short-toed Lark,Alaudala rufescens,40,0,0,0,0,0,10,0,40,10,Omnivore,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Apr-Jul,0,1,0,0,0,0,0,0,0,,
Sand Lark,Alaudala raytal,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Feb-May,0,1,0,0,0,0,0,0,0,,
Bimaculated Lark,Melanocorypha bimaculata,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Aug,0,1,0,0,0,0,0,0,0,,
Tibetan Lark,Melanocorypha maxima,20,0,0,0,0,0,20,0,30,30,PlantSeed,Ref_9,A,Jennifer,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Apr-Jul,0,1,0,0,0,0,0,0,0,,
Hume's Lark,Calandrella acutirostris,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,May-Aug,0,1,0,0,0,0,0,0,0,,
Greater Short-toed Lark,Calandrella brachydactyla,60,0,0,0,0,0,0,0,20,20,Invertebrate,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Apr-Jul,0,1,0,0,0,0,0,0,0,,
Sykes's Short-toed Lark,Calandrella dukhunensis,60,0,0,0,0,0,0,0,20,20,Invertebrate,Ref_9,A,,,,,,,,,,,,,May-Jul,0,1,0,0,0,0,0,0,0,,
Horned Lark,Eremophila alpestris,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,May-Jul,0,1,0,0,0,0,0,0,0,,
Eurasian Skylark,Alauda arvensis,40,0,0,0,0,0,0,0,40,20,PlantSeed,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Apr-Aug,0,1,0,0,0,0,0,0,0,,
Oriental Skylark,Alauda gulgula,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Aug,0,1,0,0,0,0,0,0,0,,
Crested Lark,Galerida cristata,40,0,0,0,0,0,0,0,40,20,PlantSeed,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Aug,0,1,0,0,0,0,0,0,0,,
Malabar Lark,Galerida malabarica,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Aug-May,0,1,0,0,0,0,0,0,0,,
Tawny Lark,Galerida deva,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_9,B,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,Mar-Sept,0,1,0,0,0,0,0,0,0,,
Zitting Cisticola,Cisticola juncidis,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_11,A,Jennifer,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,Mar-Jul,0,1,0,1,0,0,0,0,0,2793350,
Golden-headed Cisticola,Cisticola exilis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,80,20,0,0,0,0,Ref_11,1,Jessica,Apr-Aug,0,1,0,1,0,0,0,0,0,373290,
Striated Prinia,Prinia crinigera,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,May-Oct,0,0,0,1,0,0,0,0,0,267208,
Black-throated Prinia,Prinia atrogularis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,20,80,0,0,0,0,Ref_11,1,Jessica,Mar-Jun,0,0,0,1,0,0,0,0,0,48944,
Hill Prinia,Prinia superciliaris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,Formerly treated as conspecific to P. atrogularis and hence not present in foraging attribute dataset
Gray-crowned Prinia,Prinia cinereocapilla,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,60,40,0,0,0,Ref_11,1,Jessica,Jan-Apr,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969,
Rufous-fronted Prinia,Prinia buchanani,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Jun-Sept,0,0,0,1,0,0,0,0,0,1479200,
Rufescent Prinia,Prinia rufescens,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,100,0,0,0,0,Ref_11,1,Jessica,Jan-Sept,0,0,0,1,0,0,0,0,0,139495,
Gray-breasted Prinia,Prinia hodgsonii,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Feb-Aug,0,0,0,1,0,0,0,0,0,2594060,
Graceful Prinia,Prinia gracilis,90,0,0,0,0,0,0,0,0,10,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Feb-Oct,0,0,0,1,0,0,0,0,0,1096720,
Jungle Prinia,Prinia sylvatica,90,0,0,0,0,0,0,0,0,10,Invertebrate,Ref_11,A,Jennifer,0,0,40,60,0,0,0,0,Ref_11,1,Jessica,Mar-Oct,0,0,0,1,0,0,0,0,0,2129920,
Yellow-bellied Prinia,Prinia flaviventris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,100,0,0,0,0,Ref_11,1,Jessica,Apr-Oct,0,0,0,1,0,0,0,0,0,304962,
Ashy Prinia,Prinia socialis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,40,60,0,0,0,0,Ref_11,1,Jessica,Mar-Nov,0,0,0,1,0,0,0,0,1,2439000,
Plain Prinia,Prinia inornata,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Jun-Oct,0,0,0,1,0,0,0,0,0,2817340,
Common Tailorbird,Orthotomus sutorius,90,0,0,0,0,0,0,10,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,33,33,33,0,0,0,Ref_11,1,Jessica,Mar-Dec,0,0,0,1,0,0,0,0,0,2799740,
Dark-necked Tailorbird,Orthotomus atrogularis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,60,40,0,0,0,Ref_11,1,Jessica,Mar-Aug,0,0,0,1,0,0,0,0,0,76465,
Pallas's Grasshopper-Warbler,Locustella certhiola,80,0,0,0,0,0,0,0,0,20,Invertebrate,Ref_11,A,Jennifer,0,0,0,100,0,0,0,0,Ref_11,1,Jessica,NA,0,1,0,0,0,0,0,0,0,174301,Two distributions given by Birdlife map data (for non-breeding and passage range respectively). Sum of the two is given
Lanceolated Warbler,Locustella lanceolata,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_11,A,Jennifer,0,0,60,40,0,0,0,0,Ref_11,1,Jessica,NA,0,0,0,1,0,0,0,0,0,263854,
Brown Bush Warbler,Locustella luteoventris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Apr-Jul,0,0,0,1,0,0,0,0,0,103877,"Four distributions given by Birdlife map data (two for resident range, breeding range and non-breeding range respectively). Sum of the three is given"
Chinese Bush Warbler,Locustella tacsanowskia,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Jun-Jul,0,1,0,0,0,0,0,0,0,197733,Two distributions given by Birdlife map data (for non-breeding and passage range respectively). Sum of the two is given
Long-billed Bush Warbler,Locustella major,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Jennifer,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,Jun-Jul,0,1,0,1,0,0,0,0,0,35518,breeding range
Common Grasshopper-Warbler,Locustella naevia,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,40,60,0,0,0,0,Ref_11,1,Jessica,Apr-Jul,0,1,0,1,0,0,0,0,0,202860,
Baikal Bush Warbler,Locustella davidi,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,,,,,,,,,,,,,Jun-Aug,0,1,0,1,0,0,0,0,0,44083,
West Himalayan Bush Warbler,Locustella kashmirensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54996,Two distributions given by Birdlife map data (for non-breeing and breeding range respectively). Sum of the two is given
Spotted Bush Warbler,Locustella thoracica,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,May-Jul,0,1,0,1,0,0,0,0,0,189688,Two distributions given by Birdlife map data (for breeing and non-breeding range respectively). Sum of the two is given
Russet Bush Warbler,Locustella mandelli,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,D1,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129496,Two distributions given by Birdlife map data (for resident and non-breeding range respectively). Sum of the two is given
Striated Grassbird,Megalurus palustris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,0,0,1,0,0,0,0,0,819272,
Broad-tailed Grassbird,Schoenicola platyurus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,Jul-Sep,0,0,0,1,0,0,0,0,0,39471,
Bristled Grassbird,Chaetornis striata,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,40,60,0,0,0,0,Ref_11,1,Jessica,May-Sep,0,1,0,1,0,0,0,0,0,1047738,"Four distributions given by Birdlife map data (two for resident range, breeding range and non-breeding range respectively). Sum of the three is given"
Thick-billed Warbler,Arundinax aedon,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Jun-Jul,0,0,0,1,0,0,0,0,0,1834228,Two distributions given by Birdlife map data (for passage and non-breeding range respectively). Sum of the two is given
Booted Warbler,Iduna caligata,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,May-Jul,0,1,0,1,0,0,0,0,0,1453480,
Sykes's Warbler,Iduna rama,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Apr-Jul,0,1,0,1,0,0,0,0,0,1717801,Two distributions given by Birdlife map data (for passage and non-breeding range respectively). Sum of the two is given
Black-browed Reed Warbler,Acrocephalus bistrigiceps,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Jun-Aug,0,0,0,1,0,0,0,0,0,165778,
Moustached Warbler,Acrocephalus melanopogon,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,40,60,0,0,0,0,Ref_11,1,Walter; Jessica,Mar-Jun,0,0,0,1,0,0,0,0,0,339375,
Sedge Warbler,Acrocephalus schoenobaenus,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_11,A,Jennifer,0,0,20,60,20,0,0,0,Ref_11,1,Jessica,NA,0,1,0,1,0,0,0,0,0,NA,
Large-billed Reed Warbler,Acrocephalus orinus,80,0,10,0,0,0,0,0,10,0,Invertebrate,Ref_11,A,Jennifer,0,20,20,60,0,0,0,0,Ref_11,1,Other,NA,0,0,0,1,0,0,0,0,0,49824,Two distributions given by Birdlife map data (for passage and non-breeding range respectively). Sum of the two is given
Blyth's Reed Warbler,Acrocephalus dumetorum,90,0,0,0,0,0,0,0,10,0,Invertebrate,Ref_11,A,Jennifer,0,0,20,20,40,20,0,0,Ref_11,1,Jessica,May-Jul,0,0,0,1,0,0,0,0,0,838161,
Paddyfield Warbler,Acrocephalus agricola,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,50,50,0,0,0,0,0,Ref_11,1,Jessica,May-Aug,0,1,0,1,0,0,0,0,0,962122,
Blunt-winged Warbler,Acrocephalus concinens,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,20,30,20,30,0,0,Genus,0,Walter,Apr-Aug,0,1,0,1,0,0,0,0,0,407271,"Four distributions given by Birdlife map data (for passage range, breeding range, non-breeding range and resident range respectively). Sum of the three is given"
Great Reed Warbler,Acrocephalus arundinaceus,70,0,20,0,0,0,10,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,20,20,60,0,0,0,0,Ref_11,1,Other,May-Jul,0,1,0,1,0,0,0,0,0,NA,
Oriental Reed Warbler,Acrocephalus orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,May-Jul,0,1,0,1,0,0,0,0,0,97044,
Clamorous Reed Warbler,Acrocephalus stentoreus,80,0,10,0,0,0,0,0,10,0,Invertebrate,Ref_11,A,Jennifer,0,20,20,60,0,0,0,0,Ref_11,1,Other,Mar-Aug,0,1,0,1,0,0,0,0,0,2857660,"Three distributions given by Birdlife map data (for resident range, passage range and non-breeding range respectively). Sum of the three is given"
Immaculate Cupwing,Pnoepyga immaculata,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,B,Jennifer,0,0,0,100,0,0,0,0,Ref_11,1,Jessica,May-Jul,0,1,0,1,0,0,0,0,0,31982,Two distributions given by Birdlife map data (for non-breeding and resident range respectively). Sum of the two is given
Pygmy Cupwing,Pnoepyga pusilla,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,70,30,0,0,0,0,Ref_11,1,Jessica,Mar-Sep,0,1,0,1,0,0,0,0,0,210435,
Scaly-breasted Cupwing,Pnoepyga albiventer,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_12,A,Jennifer,0,0,60,40,0,0,0,0,Ref_11,1,Jessica,Mar-Aug,0,1,0,0,0,0,0,0,0,188532,
Common House-Martin,Delichon urbicum,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,33,33,33,0,Ref_9,1,Jessica,Jun-Jul,0,0,0,0,0,0,1,1,0,247518,Two distributions given by Birdlife map data (for non-breeding and breeding range respectively). Sum of the two is given
Asian House-Martin,Delichon dasypus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,20,80,0,Ref_9,1,Jessica,Mar-Oct,0,0,0,0,0,0,1,1,0,1075998,"Three distributions given by Birdlife map data (for non-breeding range, resident range and breeding range respectively). Sum of the three is given."
Nepal House-Martin,Delichon nipalense,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,20,80,0,Ref_9,1,Jessica,Mar-Sep,0,0,0,0,0,0,1,1,0,137785,
Streak-throated Swallow,Petrochelidon fluvicola,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,Year,Mar-Jun,0,0,0,0,0,1,1,0,2258012,"Three distributions given by Birdlife map data (for non-breeding range, resident range and breeding range respectively). Sum of the three is given. Breeds in different months in North and South India, the written is for north"
Red-rumped Swallow,Cecropis daurica,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,Apr-Aug,0,0,0,0,0,0,1,1,0,2710538,"Three distributions given by Birdlife map data (for resident range, non-breeding range and breeding range respectively). Sum of the three is given."
Striated Swallow,Cecropis striolata,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,Apr-Jul,0,0,0,0,0,0,1,1,0,,This species according to HBW and Birdlife is lumped with C. daurica and hence no seperate distribution is given
Hill Swallow,Hirundo domicola,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,Nov-May,0,0,0,0,0,0,1,1,0,52159,Because of the former this is also confusing as it is now considered a sub-species of H. javanica
Pacific Swallow,Hirundo tahitica,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,,0,0,0,0,0,0,1,1,0,,Species in India is considered as H. javanica. But Ebird has records under name H. tahitica from Andaman and Nicobar while HBW says the one distributed there is also H. javanica and tahitica is another island endemic
Wire-tailed Swallow,Hirundo smithii,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,60,40,0,0,0,Ref_9,1,Jessica,Feb-Sep,0,0,0,0,0,0,1,1,0,2619726,Two distributions given by Birdlife map data (for resident and breeding range respectively). Sum of the two is given
Barn Swallow,Hirundo rustica,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_9,A,Carolina,0,0,30,30,40,0,0,0,Ref_9,1,Jessica,May-Aug,0,0,0,0,0,1,1,0,,3174942,"Three distributions given by Birdlife map data (for non-breeding range, breeding range and resident range respectively). Sum of the three is given."
Eurasian Crag-Martin,Ptyonoprogne rupestris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,40,40,20,0,0,0,Ref_9,1,Jessica,May-Aug,0,0,0,0,1,0,1,1,0,1175539,
Dusky Crag-Martin,Ptyonoprogne concolor,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,Jan-Oct,0,0,0,0,1,0,1,1,0,2117150,
Gray-throated Martin,Riparia chinensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,,,,,,,,,,,,,Oct-Feb,0,0,0,0,1,0,0,0,0,1268840,Not included as seperate species in foraging attribute dataset. Only R. paudicola is present
Bank Swallow,Riparia riparia,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,Apr-Aug,0,0,0,0,1,0,0,1,0,169820,Two distributions given by Birdlife map data (for breeding and non-breeding range respectively). Sum of the two is given
