eBird English Name,eBird Scientific Name,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Breeding Period,Ground Nester (Open),Ground Nester (Concealed),Canopy Nester,mid story/Shrub/thicket nester,Earthen Cavity nester,Tree Cavity Nester,Cliff Nester,Nest in urban structures,Nest in urban gardens,Area of distribution range (sq. km.),Remarks
White-winged Duck,Asarcornis scutulata,20,0,0,0,10,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Red-crested Pochard,Netta rufina,0,0,0,0,0,0,0,0,30,70,PlantSeed,Ref_1,A,Jennifer,50,50,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Common Pochard,Aythya ferina,10,0,10,10,0,0,0,0,20,50,PlantSeed,Ref_1,A,Jennifer,50,50,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Baer's Pochard,Aythya baeri,20,0,0,0,20,0,0,0,10,50,PlantSeed,Ref_1,C,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Ferruginous Duck,Aythya nyroca,10,0,10,10,0,0,0,0,20,50,PlantSeed,Ref_1,A,Jennifer,50,50,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Tufted Duck,Aythya fuligula,50,0,0,0,0,10,0,0,20,20,Omnivore,Ref_1,A,Jennifer,60,40,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Greater Scaup,Aythya marila,80,0,0,0,0,0,0,0,10,10,Invertebrate,Ref_1,A,Jennifer,80,20,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Pink-headed Duck,Rhodonessa caryophyllacea,10,0,10,10,0,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Garganey,Spatula querquedula,10,0,10,10,0,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Northern Shoveler,Spatula clypeata,20,0,0,0,10,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Baikal Teal,Sibirionetta formosa,20,0,0,0,10,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Falcated Duck,Mareca falcata,10,0,10,10,0,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Gadwall,Mareca strepera,30,0,0,0,0,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Eurasian Wigeon,Mareca penelope,10,0,10,10,0,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Spot-billed Duck,Anas zonorhyncha,10,0,0,0,0,0,0,0,30,60,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Indian Spot-billed Duck,Anas poecilorhyncha,10,0,0,0,0,0,0,0,30,60,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Mallard,Anas platyrhynchos,30,0,0,0,0,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Andaman Teal,Anas albogularis,20,0,0,0,10,0,0,0,20,50,PlantSeed,Ref_1,A,,,,,,,,,,,,,,,,,,,,,,,,
Northern Pintail,Anas acuta,20,0,0,0,10,0,0,0,20,50,PlantSeed,Ref_1,A,Jennifer,0,70,30,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Green-winged Teal,Anas crecca,30,0,0,0,0,0,0,0,20,50,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Knob-billed Duck,Sarkidiornis melanotos,30,0,0,0,0,0,0,0,30,40,PlantSeed,Ref_1,A,Jennifer,0,50,50,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Mandarin Duck,Aix galericulata,20,0,0,10,0,0,0,0,40,30,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Cotton Pygmy-Goose,Nettapus coromandelianus,10,0,0,0,0,0,0,0,30,60,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Nicobar Scrubfowl,Megapodius nicobariensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Hill Partridge,Arborophila torqueola,20,0,0,0,0,0,20,0,30,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Rufous-throated Partridge,Arborophila rufogularis,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
White-cheeked Partridge,Arborophila atrogularis,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Chestnut-breasted Partridge,Arborophila mandellii,30,0,0,0,0,0,30,0,30,10,Omnivore,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,,,,,,,,,,,,
Indian Peafowl,Pavo cristatus,30,0,0,0,10,0,0,0,40,20,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Green Peafowl,Pavo muticus,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Gray Peacock-Pheasant,Polyplectron bicalcaratum,20,0,0,0,0,0,50,0,20,10,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Common Quail,Coturnix coturnix,20,0,0,0,0,0,0,0,80,0,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Japanese Quail,Coturnix japonica,30,0,0,0,0,0,0,0,0,70,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Rain Quail,Coturnix coromandelica,30,0,0,0,0,0,0,0,70,0,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Blue-breasted Quail,Synoicus chinensis,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_2,A,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Snowcock,Tetraogallus himalayensis,0,0,0,0,0,0,20,0,0,80,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Tibetan Snowcock,Tetraogallus tibetanus,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Chukar,Alectoris chukar,20,0,0,0,0,0,0,0,10,70,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Snow Partridge,Lerwa lerwa,0,0,0,0,0,0,0,0,20,80,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Jungle Bush-Quail,Perdicula asiatica,20,0,0,0,0,0,0,0,80,0,PlantSeed,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,,,,,,,,,,,,
Rock Bush-Quail,Perdicula argoondah,30,0,0,0,0,0,0,0,50,20,PlantSeed,Ref_2,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,,,,,,,,,,,,
Painted Bush-Quail,Perdicula erythrorhyncha,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Manipur Bush-Quail,Perdicula manipurensis,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Himalayan Quail,Ophrysia superciliosa,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_2,A,,,,,,,,,,,,,,,,,,,,,,,,
Black Francolin,Francolinus francolinus,10,0,0,0,0,0,0,20,20,50,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Painted Francolin,Francolinus pictus,10,0,0,0,0,0,20,20,0,50,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Chinese Francolin,Francolinus pintadeanus,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Gray Francolin,Francolinus pondicerianus,10,0,0,0,0,0,20,0,30,40,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Swamp Francolin,Francolinus gularis,20,0,0,0,0,0,0,0,40,40,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Mountain Bamboo-Partridge,Bambusicola fytchii,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Red Junglefowl,Gallus gallus,30,0,0,0,0,0,20,0,20,30,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Gray Junglefowl,Gallus sonneratii,20,0,10,0,0,0,20,0,30,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Himalayan Monal,Lophophorus impejanus,30,0,0,0,0,0,10,0,20,40,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Sclater's Monal,Lophophorus sclateri,0,0,0,0,0,0,0,0,50,50,PlantSeed,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Western Tragopan,Tragopan melanocephalus,20,0,0,0,0,0,0,0,0,80,PlantSeed,Ref_2,A,Jennifer,0,0,80,20,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Satyr Tragopan,Tragopan satyra,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Blyth's Tragopan,Tragopan blythii,0,0,0,0,0,0,50,0,30,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Temminck's Tragopan,Tragopan temminckii,10,0,0,0,0,0,10,0,10,70,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Hume's Pheasant,Syrmaticus humiae,10,0,0,0,0,0,30,0,30,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Cheer Pheasant,Catreus wallichii,10,0,0,0,0,0,30,0,30,30,PlantSeed,Ref_2,A,,,,,,,,,,,,,,,,,,,,,,,,
Kalij Pheasant,Lophura leucomelanos,30,0,10,0,0,0,30,0,30,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Tibetan Partridge,Perdix hodgsoniae,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Red Spurfowl,Galloperdix spadicea,20,0,0,0,0,0,50,0,30,0,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Painted Spurfowl,Galloperdix lunulata,20,0,0,0,0,0,40,0,20,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Koklass Pheasant,Pucrasia macrolopha,20,0,0,0,0,0,30,0,30,20,Omnivore,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Blood Pheasant,Ithaginis cruentus,20,0,0,0,0,0,20,0,10,50,PlantSeed,Ref_2,A,Jennifer,0,0,80,20,0,0,0,0,Ref_2,1,Jessica,,,,,,,,,,,,
Greater Flamingo,Phoenicopterus roseus,50,0,0,10,0,0,0,0,20,20,Omnivore,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Lesser Flamingo,Phoeniconaias minor,10,0,0,0,0,0,0,0,0,90,PlantSeed,Ref_1,A,Jennifer,0,100,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Little Grebe,Tachybaptus ruficollis,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_1,A,Jennifer,70,30,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Red-necked Grebe,Podiceps grisegena,50,0,0,50,0,0,0,0,0,0,Omnivore,Ref_1,A,Jennifer,70,30,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Great Crested Grebe,Podiceps cristatus,30,0,10,60,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,70,30,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Horned Grebe,Podiceps auritus,40,0,0,60,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,70,30,0,0,0,0,0,0,Ref_1,1,Jessica,,,,,,,,,,,,
Eared Grebe,Podiceps nigricollis,80,0,10,10,0,0,0,0,0,0,Invertebrate,Ref_1,A,Jennifer,60,40,0,0,0,0,0,0,Ref_1,1,Other,,,,,,,,,,,,
Rock Pigeon,Columba livia,10,0,0,0,0,0,0,0,60,30,PlantSeed,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Hill Pigeon,Columba rupestris,10,0,0,0,0,0,0,0,70,20,PlantSeed,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Snow Pigeon,Columba leuconota,0,0,0,0,0,0,0,0,70,30,PlantSeed,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Pale-backed Pigeon,Columba eversmanni,0,0,0,0,0,0,20,0,80,0,PlantSeed,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Common Wood-Pigeon,Columba palumbus,0,0,0,0,0,0,30,0,30,40,PlantSeed,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Speckled Wood-Pigeon,Columba hodgsonii,0,0,0,0,0,0,80,0,10,10,FruiNect,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Ashy Wood-Pigeon,Columba pulchricollis,10,0,0,0,0,0,70,0,20,0,FruiNect,Ref_4,A,Carolina,0,0,30,0,30,40,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Nilgiri Wood-Pigeon,Columba elphinstonii,10,0,0,0,0,0,80,0,0,10,FruiNect,Ref_4,A,Carolina,0,0,30,0,30,40,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Pale-capped Pigeon,Columba punicea,0,0,0,0,0,0,40,0,30,30,PlantSeed,Ref_4,A,Carolina,0,0,20,20,30,30,0,0,Ref_4,1,Other,,,,,,,,,,,,
Andaman Wood-Pigeon,Columba palumboides,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,0,60,40,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
European Turtle-Dove,Streptopelia turtur,10,0,0,0,0,0,40,0,50,0,Omnivore,Ref_4,A,Carolina,0,0,100,0,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Oriental Turtle-Dove,Streptopelia orientalis,0,0,0,0,0,0,20,0,40,40,PlantSeed,Ref_4,A,Carolina,0,0,100,0,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Eurasian Collared-Dove,Streptopelia decaocto,10,0,0,0,0,0,30,0,40,20,PlantSeed,Ref_4,A,Carolina,0,0,80,10,10,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Red Collared-Dove,Streptopelia tranquebarica,0,0,0,0,0,0,0,0,60,40,PlantSeed,Ref_4,A,Carolina,0,0,100,0,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Spotted Dove,Streptopelia chinensis,0,0,0,0,0,0,0,0,60,40,PlantSeed,Ref_4,A,,,,,,,,,,,,,,,,,,,,,,,,
Laughing Dove,Streptopelia senegalensis,0,0,0,0,0,0,0,0,60,40,PlantSeed,Ref_4,A,,,,,,,,,,,,,,,,,,,,,,,,
Barred Cuckoo-Dove,Macropygia unchall,0,0,0,0,0,0,30,0,30,40,PlantSeed,Ref_4,A,Carolina,0,0,10,30,30,30,0,0,Ref_4,1,Other,,,,,,,,,,,,
Andaman Cuckoo-Dove,Macropygia rufipennis,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,30,0,50,20,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Orange-breasted Pigeon,Treron bicinctus,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,20,50,30,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Ashy-headed Green-Pigeon,Treron phayrei,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,,,,,,,,,,,,,,,,,,,,,,,,
Gray-fronted Green-Pigeon,Treron affinis,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,,,,,,,,,,,,,,,,,,,,,,,,
Andaman Green-Pigeon,Treron chloropterus,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,,,,,,,,,,,,,,,,,,,,,,,,
Thick-billed Pigeon,Treron curvirostra,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,33,33,33,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Yellow-footed Pigeon,Treron phoenicopterus,0,0,0,0,0,0,80,0,10,10,FruiNect,Ref_4,A,Carolina,0,0,20,20,30,30,0,0,Ref_4,1,Other,,,,,,,,,,,,
Pin-tailed Pigeon,Treron apicauda,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,20,0,50,30,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Wedge-tailed Pigeon,Treron sphenurus,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,20,0,40,40,0,0,Ref_4,1,Other,,,,,,,,,,,,
Nicobar Pigeon,Caloenas nicobarica,0,0,0,0,0,0,50,0,50,0,Omnivore,Ref_4,A,Carolina,0,0,100,0,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Asian Emerald Dove,Chalcophaps indica,20,0,0,0,0,0,40,0,40,0,Omnivore,Ref_4,A,Carolina,0,0,70,10,10,10,0,0,Ref_4,1,Other,,,,,,,,,,,,
Namaqua Dove,Oena capensis,10,0,0,0,0,0,0,0,90,0,PlantSeed,Ref_4,A,Carolina,0,0,80,20,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Green Imperial-Pigeon,Ducula aenea,0,0,0,0,0,0,90,0,0,10,FruiNect,Ref_4,A,Carolina,0,0,0,0,20,80,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Nicobar Imperial-Pigeon,Ducula nicobarica,0,0,0,0,0,0,90,0,0,10,FruiNect,Ref_4,A,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Imperial-Pigeon,Ducula badia,0,0,0,0,0,0,90,0,0,10,FruiNect,Ref_4,A,Carolina,0,0,0,33,33,33,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Pied Imperial-Pigeon,Ducula bicolor,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,0,60,40,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Tibetan Sandgrouse,Syrrhaptes tibetanus,0,0,0,0,0,0,0,0,60,40,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Pallas's Sandgrouse,Syrrhaptes paradoxus,0,0,0,0,0,0,0,0,70,30,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Pin-tailed Sandgrouse,Pterocles alchata,0,0,0,0,0,0,0,0,70,30,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Chestnut-bellied Sandgrouse,Pterocles exustus,10,0,0,0,0,0,0,0,90,0,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Spotted Sandgrouse,Pterocles senegallus,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Black-bellied Sandgrouse,Pterocles orientalis,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Painted Sandgrouse,Pterocles indicus,10,0,0,0,0,0,0,0,60,30,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,,,,,,,,,,,,
Red-billed Tropicbird,Phaethon aethereus,20,0,0,80,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,80,20,0,0,0,0,0,1,Ref_1,1,Jessica,,,,,,,,,,,,
Red-tailed Tropicbird,Phaethon rubricauda,40,0,0,60,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,80,20,0,0,0,0,0,1,Ref_1,1,Jessica,,,,,,,,,,,,
White-tailed Tropicbird,Phaethon lepturus,30,0,0,70,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,80,20,0,0,0,0,0,1,Ref_1,1,Jessica,,,,,,,,,,,,
Sri Lanka Frogmouth,Batrachostomus moniliger,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,B,Hamish,0,0,70,30,0,0,0,0,Ref_5,1,Christian,,,,,,,,,,,,
Hodgson's Frogmouth,Batrachostomus hodgsoni,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,30,30,30,0,10,0,Ref_5,1,Christian,,,,,,,,,,,,
Great Eared-Nightjar,Lyncornis macrotis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
Gray Nightjar,Caprimulgus jotaka,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
Jungle Nightjar,Caprimulgus indicus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,0,50,0,0,50,0,Ref_5,1,Other,,,,,,,,,,,,
Eurasian Nightjar,Caprimulgus europaeus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,60,10,0,10,0,Ref_5,1,Christian,,,,,,,,,,,,
Sykes's Nightjar,Caprimulgus mahrattensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,10,20,60,10,0,0,0,Ref_5,1,Christian,,,,,,,,,,,,
Jerdon's Nightjar,Caprimulgus atripennis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,B,Hamish,0,0,0,0,30,10,60,0,Ref_5,1,Christian,,,,,,,,,,,,
Large-tailed Nightjar,Caprimulgus macrurus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,40,50,0,0,10,0,Ref_5,1,Christian,,,,,,,,,,,,
Andaman Nightjar,Caprimulgus andamanicus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
Indian Nightjar,Caprimulgus asiaticus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Other,,,,,,,,,,,,
Savanna Nightjar,Caprimulgus affinis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,0,0,30,0,70,0,Ref_5,1,Christian,,,,,,,,,,,,
Crested Treeswift,Hemiprocne coronata,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,0,0,0,0,100,0,Ref_5,1,Christian,,,,,,,,,,,,
White-rumped Needletail,Zoonavena sylvatica,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,0,0,0,0,100,0,Ref_5,1,Christian,,,,,,,,,,,,
White-throated Needletail,Hirundapus caudacutus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,0,0,0,0,100,0,Ref_5,1,Christian,,,,,,,,,,,,
Silver-backed Needletail,Hirundapus cochinchinensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,40,0,0,0,60,0,Ref_5,1,Other,,,,,,,,,,,,
Brown-backed Needletail,Hirundapus giganteus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,30,0,0,0,70,0,Ref_5,1,Other,,,,,,,,,,,,
Plume-toed Swiftlet,Collocalia affinis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Swiftlet,Aerodramus brevirostris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
Indian Swiftlet,Aerodramus unicolor,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
White-nest Swiftlet,Aerodramus fuciphagus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
Asian Palm-Swift,Cypsiurus balasiensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,0,0,0,0,100,0,Ref_5,1,Christian,,,,,,,,,,,,
Alpine Swift,Apus melba,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,,,,,,,,,,,,,,,,,,,,,,,,
