Rank,eBird Scientific Name 2019,Scientific Name
ssp,Thamnophilus bernardi bernardi,
ssp,,
ssp,,
species,,Thamnophilus shumbae
ssp,Thamnophilus bernardi shumbae,
species,Thamnophilus melanonotus,Thamnophilus melanonotus
species,Thamnophilus melanothorax,Thamnophilus melanothorax
species,Thamnophilus doliatus,Thamnophilus doliatus
ssp,Thamnophilus doliatus intermedius,
ssp,,
ssp,,
ssp,Thamnophilus doliatus nesiotes,
ssp,Thamnophilus doliatus eremnus,
ssp,Thamnophilus doliatus nigricristatus,
ssp,Thamnophilus doliatus albicans,
ssp,Thamnophilus doliatus nigrescens,
ssp,Thamnophilus doliatus tobagensis,
ssp,Thamnophilus doliatus doliatus,
ssp,,
ssp,Thamnophilus doliatus difficilis,
ssp,Thamnophilus doliatus capistratus,
ssp,Thamnophilus doliatus radiatus,
ssp,,
ssp,,
ssp,Thamnophilus doliatus cadwaladeri,
species,Thamnophilus zarumae,Thamnophilus zarumae
ssp,Thamnophilus zarumae zarumae,
ssp,Thamnophilus zarumae palamblae,
species,Thamnophilus multistriatus,Thamnophilus multistriatus
ssp,Thamnophilus multistriatus brachyurus,
ssp,Thamnophilus multistriatus selvae,
ssp,Thamnophilus multistriatus multistriatus,
ssp,Thamnophilus multistriatus oecotonophilus,
species,Thamnophilus tenuepunctatus,Thamnophilus tenuepunctatus
ssp,Thamnophilus tenuepunctatus tenuepunctatus,
ssp,Thamnophilus tenuepunctatus tenuifasciatus,
ssp,Thamnophilus tenuepunctatus berlepschi,
species,Thamnophilus palliatus,Thamnophilus palliatus
ssp,Thamnophilus palliatus palliatus,
ssp,Thamnophilus palliatus vestitus,
ssp,Thamnophilus palliatus puncticeps,
ssp,Thamnophilus palliatus similis,
species,Thamnophilus bridgesi,Thamnophilus bridgesi
species,Thamnophilus nigriceps,Thamnophilus nigriceps
ssp,,
ssp,,
species,Thamnophilus praecox,Thamnophilus praecox
species,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus
ssp,Thamnophilus nigrocinereus cinereoniger,
ssp,Thamnophilus nigrocinereus kulczynskii,
ssp,Thamnophilus nigrocinereus nigrocinereus,
ssp,Thamnophilus nigrocinereus tschudii,
ssp,Thamnophilus nigrocinereus huberi,
species,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus
ssp,,
species,Thamnophilus aethiops,Thamnophilus aethiops
ssp,Thamnophilus aethiops aethiops,
ssp,Thamnophilus aethiops wetmorei,
ssp,Thamnophilus aethiops polionotus,
ssp,Thamnophilus aethiops kapouni,
ssp,Thamnophilus aethiops juruanus,
ssp,Thamnophilus aethiops injunctus,
ssp,Thamnophilus aethiops punctuliger,
ssp,Thamnophilus aethiops atriceps,
ssp,Thamnophilus aethiops incertus,
ssp,Thamnophilus aethiops distans,
species,Thamnophilus unicolor,Thamnophilus unicolor
ssp,Thamnophilus unicolor unicolor,
ssp,Thamnophilus unicolor grandior,
ssp,Thamnophilus unicolor caudatus,
species,Thamnophilus schistaceus,Thamnophilus schistaceus
ssp,Thamnophilus schistaceus capitalis,
ssp,Thamnophilus schistaceus schistaceus,
ssp,,
ssp,,
ssp,Thamnophilus schistaceus heterogynus,
species,Thamnophilus murinus,Thamnophilus murinus
ssp,Thamnophilus murinus canipennis,
ssp,Thamnophilus murinus cayennensis,
ssp,Thamnophilus murinus murinus,
species,Thamnophilus aroyae,Thamnophilus aroyae
species,Thamnophilus atrinucha,Thamnophilus atrinucha
ssp,Thamnophilus atrinucha atrinucha,
ssp,,
ssp,Thamnophilus atrinucha gorgonae,
species,Thamnophilus punctatus,Thamnophilus punctatus
ssp,Thamnophilus punctatus interpositus,
ssp,Thamnophilus punctatus punctatus,
ssp,Thamnophilus punctatus leucogaster,
ssp,Thamnophilus punctatus huallagae,
species,Thamnophilus stictocephalus,Thamnophilus stictocephalus
ssp,Thamnophilus stictocephalus stictocephalus,
ssp,,
ssp,,
ssp,Thamnophilus stictocephalus parkeri,
species,Thamnophilus sticturus,Thamnophilus sticturus
ssp,,
species,Thamnophilus pelzelni,Thamnophilus pelzelni
ssp,,
species,Thamnophilus ambiguus,Thamnophilus ambiguus
ssp,,
species,Thamnophilus amazonicus,Thamnophilus amazonicus
ssp,Thamnophilus amazonicus cinereiceps,
ssp,Thamnophilus amazonicus divaricatus,
ssp,Thamnophilus amazonicus amazonicus,
ssp,Thamnophilus amazonicus obscurus,
ssp,Thamnophilus amazonicus paraensis,
species,Thamnophilus divisorius,Thamnophilus divisorius
species,Thamnophilus insignis,Thamnophilus insignis
ssp,Thamnophilus insignis insignis,
ssp,Thamnophilus insignis nigrofrontalis,
species,Thamnophilus caerulescens,Thamnophilus caerulescens
ssp,Thamnophilus caerulescens melanochrous,
ssp,,
ssp,Thamnophilus caerulescens aspersiventer,
ssp,Thamnophilus caerulescens dinellii,
ssp,,
ssp,Thamnophilus caerulescens paraguayensis,
ssp,Thamnophilus caerulescens gilvigaster,
ssp,Thamnophilus caerulescens caerulescens,
ssp,,
ssp,Thamnophilus caerulescens ochraceiventer,
ssp,Thamnophilus caerulescens cearensis,
ssp,,
species,Thamnophilus torquatus,Thamnophilus torquatus
species,Thamnophilus ruficapillus,Thamnophilus ruficapillus
ssp,Thamnophilus ruficapillus jaczewskii,
ssp,Thamnophilus ruficapillus marcapatae,
species,,Thamnophilus subfasciatus
ssp,Thamnophilus ruficapillus subfasciatus,
ssp,Thamnophilus ruficapillus cochabambae,
ssp,Thamnophilus ruficapillus ruficapillus,
species,Sakesphorus canadensis,Sakesphorus canadensis
species,,Sakesphorus pulchellus
ssp,Sakesphorus canadensis pulchellus,
ssp,,
ssp,Sakesphorus canadensis intermedius,
ssp,Sakesphorus canadensis fumosus,
ssp,Sakesphorus canadensis trinitatis,
ssp,Sakesphorus canadensis canadensis,
ssp,Sakesphorus canadensis loretoyacuensis,
species,Sakesphorus cristatus,Sakesphorus cristatus
species,Sakesphorus luctuosus,Sakesphorus luctuosus
ssp,Sakesphorus luctuosus luctuosus,
ssp,Sakesphorus luctuosus araguayae,
species,Biatas nigropectus,Biatas nigropectus
species,Cymbilaimus lineatus,Cymbilaimus lineatus
ssp,Cymbilaimus lineatus fasciatus,
ssp,Cymbilaimus lineatus intermedius,
ssp,Cymbilaimus lineatus lineatus,
species,Cymbilaimus sanctaemariae,Cymbilaimus sanctaemariae
ssp,,
species,Taraba major,Taraba major
ssp,Taraba major melanocrissus,
ssp,Taraba major obscurus,
ssp,Taraba major transandeanus,
ssp,Taraba major granadensis,
ssp,Taraba major semifasciatus,
ssp,Taraba major duidae,
ssp,Taraba major melanurus,
ssp,Taraba major borbae,
ssp,Taraba major stagurus,
ssp,Taraba major major,
species,Mackenziaena leachii,Mackenziaena leachii
species,Mackenziaena severa,Mackenziaena severa
species,Frederickena viridis,Frederickena viridis
species,Frederickena unduliger,Frederickena unduliger
ssp,Frederickena unduliger diversa,
ssp,Frederickena unduliger unduliger,
ssp,Frederickena unduliger pallida,
species,Frederickena fulva,
ssp,,
species,Hypoedaleus guttatus,Hypoedaleus guttatus
ssp,,
ssp,,
species,Batara cinerea,Batara cinerea
ssp,Batara cinerea excubitor,
ssp,Batara cinerea argentina,
ssp,Batara cinerea cinerea,
species,Xenornis setifrons,Xenornis setifrons
species,Pithys albifrons,Pithys albifrons
ssp,Pithys albifrons albifrons,
ssp,Pithys albifrons peruvianus,
ssp,,
species,Pithys castaneus,Pithys castaneus
species,Phaenostictus mcleannani,Phaenostictus mcleannani
ssp,Phaenostictus mcleannani saturatus,
ssp,Phaenostictus mcleannani mcleannani,
ssp,,
ssp,Phaenostictus mcleannani pacificus,
species,Gymnopithys bicolor,Gymnopithys bicolor
ssp,Gymnopithys bicolor olivascens,
ssp,Gymnopithys bicolor bicolor,
ssp,Gymnopithys bicolor daguae,
ssp,Gymnopithys bicolor aequatorialis,
ssp,Gymnopithys bicolor ruficeps,
species,Gymnopithys leucaspis,Gymnopithys leucaspis
ssp,Gymnopithys leucaspis leucaspis,
ssp,Gymnopithys leucaspis castaneus,
ssp,Gymnopithys leucaspis peruanus,
ssp,Gymnopithys leucaspis lateralis,
species,Gymnopithys rufigula,Gymnopithys rufigula
ssp,Gymnopithys rufigula pallidus,
ssp,Gymnopithys rufigula pallidigula,
ssp,Gymnopithys rufigula rufigula,
species,Oneillornis salvini,Oneillornis salvini
ssp,,
ssp,,
species,Oneillornis lunulatus,Oneillornis lunulatus
species,Rhegmatorhina gymnops,Rhegmatorhina gymnops
species,Rhegmatorhina berlepschi,Rhegmatorhina berlepschi
species,Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi
species,Rhegmatorhina cristata,Rhegmatorhina cristata
species,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta
ssp,Rhegmatorhina melanosticta melanosticta,
ssp,Rhegmatorhina melanosticta brunneiceps,
ssp,Rhegmatorhina melanosticta purusiana,
ssp,,
species,Phlegopsis nigromaculata,Phlegopsis nigromaculata
ssp,Phlegopsis nigromaculata nigromaculata,
ssp,Phlegopsis nigromaculata bowmani,
ssp,Phlegopsis nigromaculata confinis,
ssp,Phlegopsis nigromaculata paraensis,
species,,
species,Phlegopsis erythroptera,Phlegopsis erythroptera
ssp,Phlegopsis erythroptera erythroptera,
ssp,Phlegopsis erythroptera ustulata,
species,Phlegopsis borbae,Phlegopsis borbae
species,Willisornis poecilinotus,Willisornis poecilinotus
ssp,Willisornis poecilinotus poecilinotus,
ssp,Willisornis poecilinotus duidae,
ssp,Willisornis poecilinotus lepidonota,
ssp,Willisornis poecilinotus griseiventris,
ssp,Willisornis poecilinotus gutturalis,
species,Willisornis vidua,Willisornis vidua
species,,Willisornis nigrigula
ssp,Willisornis vidua nigrigula,
ssp,Willisornis vidua vidua,
species,Drymophila ferruginea,Drymophila ferruginea
species,Drymophila rubricollis,Drymophila rubricollis
species,Drymophila genei,Drymophila genei
species,Drymophila ochropyga,Drymophila ochropyga
species,Drymophila malura,Drymophila malura
species,Drymophila squamata,Drymophila squamata
ssp,Drymophila squamata squamata,
ssp,Drymophila squamata stictocorypha,
species,Drymophila devillei,Drymophila devillei
ssp,Drymophila devillei devillei,
ssp,Drymophila devillei subochracea,
species,Drymophila hellmayri,Drymophila hellmayri
ssp,,
species,Drymophila klagesi,Drymophila klagesi
ssp,,
ssp,,
species,Drymophila caudata,Drymophila caudata
ssp,,
species,Drymophila striaticeps,Drymophila striaticeps
ssp,Drymophila striaticeps striaticeps,
ssp,Drymophila striaticeps occidentalis,
ssp,Drymophila striaticeps peruviana,
ssp,Drymophila striaticeps boliviana,
species,Hypocnemis cantator,Hypocnemis cantator
ssp,,
ssp,,
species,Hypocnemis flavescens,Hypocnemis flavescens
ssp,,
ssp,,
species,Hypocnemis peruviana,Hypocnemis peruviana
ssp,Hypocnemis peruviana saturata,
ssp,Hypocnemis peruviana peruviana,
species,Hypocnemis subflava,Hypocnemis subflava
ssp,Hypocnemis subflava collinsi,
ssp,Hypocnemis subflava subflava,
species,Hypocnemis ochrogyna,Hypocnemis ochrogyna
ssp,,
species,Hypocnemis striata,Hypocnemis striata
ssp,Hypocnemis striata implicata,
ssp,Hypocnemis striata striata,
ssp,Hypocnemis striata affinis,
species,Hypocnemis rondoni,Hypocnemis rondoni
species,Hypocnemis hypoxantha,Hypocnemis hypoxantha
ssp,Hypocnemis hypoxantha hypoxantha,
ssp,Hypocnemis hypoxantha ochraceiventris,
species,Sciaphylax hemimelaena,Sciaphylax hemimelaena
ssp,Sciaphylax hemimelaena hemimelaena,
ssp,Sciaphylax hemimelaena pallens,
species,Sciaphylax castanea,Sciaphylax castanea
ssp,Sciaphylax castanea castanea,
ssp,Sciaphylax castanea centunculorum,
species,Cercomacroides laeta,Cercomacroides laeta
ssp,Cercomacroides laeta waimiri,
ssp,Cercomacroides laeta laeta,
ssp,Cercomacroides laeta sabinoi,
species,Cercomacroides parkeri,Cercomacroides parkeri
species,Cercomacroides nigrescens,Cercomacroides nigrescens
ssp,Cercomacroides nigrescens nigrescens,
ssp,Cercomacroides nigrescens aequatorialis,
ssp,Cercomacroides nigrescens notata,
ssp,Cercomacroides nigrescens approximans,
ssp,Cercomacroides nigrescens ochrogyna,
species,Cercomacroides fuscicauda,Cercomacroides fuscicauda
ssp,,
species,Cercomacroides tyrannina,Cercomacroides tyrannina
ssp,Cercomacroides tyrannina crepera,
ssp,Cercomacroides tyrannina tyrannina,
ssp,,
ssp,Cercomacroides tyrannina vicina,
ssp,Cercomacroides tyrannina saturatior,
species,Cercomacroides serva,Cercomacroides serva
ssp,,
ssp,,
species,Cercomacra manu,Cercomacra manu
species,Cercomacra brasiliana,Cercomacra brasiliana
species,Cercomacra cinerascens,Cercomacra cinerascens
ssp,Cercomacra cinerascens cinerascens,
ssp,Cercomacra cinerascens immaculata,
ssp,Cercomacra cinerascens sclateri,
ssp,Cercomacra cinerascens iterata,
species,Cercomacra melanaria,Cercomacra melanaria
species,Cercomacra ferdinandi,Cercomacra ferdinandi
species,Cercomacra nigricans,Cercomacra nigricans
species,Cercomacra carbonaria,Cercomacra carbonaria
species,Myrmoderus ferrugineus,Myrmoderus ferrugineus
ssp,Myrmoderus ferrugineus ferrugineus,
ssp,Myrmoderus ferrugineus elutus,
species,Myrmoderus eowilsoni,Myrmoderus eowilsoni
species,Myrmoderus ruficauda,Myrmoderus ruficauda
ssp,Myrmoderus ruficauda soror,
ssp,Myrmoderus ruficauda ruficauda,
species,Myrmoderus loricatus,Myrmoderus loricatus
species,Myrmoderus squamosus,Myrmoderus squamosus
species,Hypocnemoides melanopogon,Hypocnemoides melanopogon
ssp,,
ssp,Hypocnemoides melanopogon melanopogon,
ssp,Hypocnemoides melanopogon minor,
species,Hypocnemoides maculicauda,Hypocnemoides maculicauda
ssp,,
ssp,,
species,Hylophylax naevioides,Hylophylax naevioides
ssp,Hylophylax naevioides capnitis,
ssp,Hylophylax naevioides naevioides,
species,Hylophylax naevius,Hylophylax naevius
ssp,Hylophylax naevius theresae,
ssp,Hylophylax naevius peruvianus,
ssp,Hylophylax naevius inexpectatus,
ssp,Hylophylax naevius naevius,
ssp,,
ssp,,
ssp,Hylophylax naevius ochraceus,
species,Hylophylax punctulatus,Hylophylax punctulatus
ssp,,
ssp,,
species,Sclateria naevia,Sclateria naevia
ssp,Sclateria naevia naevia,
ssp,Sclateria naevia diaphora,
ssp,Sclateria naevia argentata,
ssp,Sclateria naevia toddi,
species,Myrmelastes hyperythrus,Myrmelastes hyperythrus
species,Myrmelastes schistaceus,Myrmelastes schistaceus
species,Myrmelastes leucostigma,Myrmelastes leucostigma
ssp,Myrmelastes leucostigma subplumbeus,
ssp,Myrmelastes leucostigma leucostigma,
ssp,Myrmelastes leucostigma intensus,
ssp,Myrmelastes leucostigma infuscatus,
species,Myrmelastes humaythae,Myrmelastes humaythae
ssp,,
species,Myrmelastes brunneiceps,Myrmelastes brunneiceps
ssp,,
species,Myrmelastes rufifacies,Myrmelastes rufifacies
ssp,,
species,Myrmelastes saturatus,Myrmelastes saturatus
ssp,Myrmelastes saturatus obscurus,
ssp,Myrmelastes saturatus saturatus,
species,Myrmelastes caurensis,Myrmelastes caurensis
ssp,Myrmelastes caurensis caurensis,
ssp,Myrmelastes caurensis australis,
species,Poliocrania exsul,Poliocrania exsul
ssp,Poliocrania exsul exsul,
ssp,Poliocrania exsul occidentalis,
ssp,Poliocrania exsul cassini,
ssp,Poliocrania exsul niglarus,
species,,Poliocrania maculifer
ssp,Poliocrania exsul maculifer,
species,Ampelornis griseiceps,Ampelornis griseiceps
species,Sipia berlepschi,Sipia berlepschi
species,Sipia nigricauda,Sipia nigricauda
ssp,,
species,,
species,Sipia palliata,Sipia palliata
ssp,,
ssp,,
ssp,,
species,Sipia laemosticta,Sipia laemosticta
ssp,,
species,Myrmeciza longipes,Myrmeciza longipes
ssp,Myrmeciza longipes panamensis,
ssp,Myrmeciza longipes longipes,
ssp,Myrmeciza longipes boucardi,
ssp,Myrmeciza longipes griseipectus,
species,Myrmoborus melanurus,Myrmoborus melanurus
species,Myrmoborus lophotes,Myrmoborus lophotes
species,Myrmoborus myotherinus,Myrmoborus myotherinus
ssp,Myrmoborus myotherinus elegans,
ssp,,
ssp,Myrmoborus myotherinus myotherinus,
ssp,Myrmoborus myotherinus incanus,
ssp,Myrmoborus myotherinus ardesiacus,
ssp,Myrmoborus myotherinus proximus,
ssp,Myrmoborus myotherinus ochrolaemus,
ssp,Myrmoborus myotherinus sororius,
species,Myrmoborus leucophrys,Myrmoborus leucophrys
ssp,Myrmoborus leucophrys erythrophrys,
ssp,Myrmoborus leucophrys leucophrys,
ssp,,
ssp,Myrmoborus leucophrys angustirostris,
ssp,Myrmoborus leucophrys koenigorum,
species,Myrmoborus lugubris,Myrmoborus lugubris
ssp,Myrmoborus lugubris berlepschi,
ssp,Myrmoborus lugubris stictopterus,
ssp,Myrmoborus lugubris femininus,
ssp,Myrmoborus lugubris lugubris,
species,Gymnocichla nudiceps,Gymnocichla nudiceps
ssp,Gymnocichla nudiceps chiroleuca,
ssp,Gymnocichla nudiceps erratilis,
ssp,Gymnocichla nudiceps nudiceps,
ssp,Gymnocichla nudiceps sanctamartae,
species,Pyriglena leuconota,Pyriglena leuconota
ssp,Pyriglena leuconota pacifica,
ssp,Pyriglena leuconota castanoptera,
ssp,Pyriglena leuconota picea,
ssp,Pyriglena leuconota similis,
ssp,Pyriglena leuconota marcapatensis,
ssp,Pyriglena leuconota hellmayri,
ssp,Pyriglena leuconota maura,
ssp,Pyriglena leuconota interposita,
ssp,Pyriglena leuconota leuconota,
ssp,Pyriglena leuconota pernambucensis,
species,Pyriglena atra,Pyriglena atra
species,Pyriglena leucoptera,Pyriglena leucoptera
species,Rhopornis ardesiacus,Rhopornis ardesiacus
species,Percnostola rufifrons,Percnostola rufifrons
ssp,Percnostola rufifrons rufifrons,
ssp,Percnostola rufifrons subcristata,
ssp,Percnostola rufifrons minor,
ssp,Percnostola rufifrons jensoni,
species,Percnostola arenarum,Percnostola arenarum
species,Akletos melanoceps,Akletos melanoceps
species,Akletos goeldii,Akletos goeldii
species,Hafferia fortis,Hafferia fortis
ssp,Hafferia fortis fortis,
ssp,Hafferia fortis incanescens,
species,Hafferia immaculata,Hafferia immaculata
ssp,Hafferia immaculata immaculata,
ssp,,
ssp,Hafferia immaculata concepcion,
species,Hafferia zeledoni,Hafferia zeledoni
ssp,Hafferia zeledoni zeledoni,
ssp,Hafferia zeledoni berlepschi,
species,Formicarius colma,Formicarius colma
ssp,Formicarius colma colma,
ssp,Formicarius colma nigrifrons,
ssp,Formicarius colma amazonicus,
ssp,Formicarius colma ruficeps,
species,Formicarius analis,Formicarius analis
ssp,Formicarius analis umbrosus,
ssp,Formicarius analis hoffmanni,
ssp,Formicarius analis panamensis,
ssp,Formicarius analis virescens,
ssp,Formicarius analis saturatus,
ssp,Formicarius analis griseoventris,
ssp,Formicarius analis connectens,
ssp,Formicarius analis zamorae,
ssp,,
ssp,Formicarius analis crissalis,
ssp,Formicarius analis analis,
ssp,Formicarius analis paraensis,
species,,Formicarius moniliger
ssp,Formicarius analis moniliger,
ssp,Formicarius analis pallidus,
ssp,Formicarius analis intermedius,
species,Formicarius rufifrons,Formicarius rufifrons
species,Formicarius nigricapillus,Formicarius nigricapillus
ssp,Formicarius nigricapillus nigricapillus,
ssp,Formicarius nigricapillus destructus,
species,Formicarius rufipectus,Formicarius rufipectus
ssp,Formicarius rufipectus rufipectus,
ssp,Formicarius rufipectus carrikeri,
ssp,Formicarius rufipectus lasallei,
ssp,Formicarius rufipectus thoracicus,
species,Chamaeza campanisona,Chamaeza campanisona
ssp,Chamaeza campanisona columbiana,
ssp,Chamaeza campanisona punctigula,
ssp,Chamaeza campanisona olivacea,
ssp,Chamaeza campanisona huachamacarii,
ssp,Chamaeza campanisona berlepschi,
ssp,Chamaeza campanisona venezuelana,
ssp,Chamaeza campanisona yavii,
ssp,Chamaeza campanisona obscura,
ssp,Chamaeza campanisona fulvescens,
ssp,Chamaeza campanisona boliviana,
ssp,Chamaeza campanisona campanisona,
ssp,Chamaeza campanisona tshororo,
species,Chamaeza nobilis,Chamaeza nobilis
ssp,Chamaeza nobilis rubida,
ssp,Chamaeza nobilis nobilis,
ssp,Chamaeza nobilis fulvipectus,
species,Chamaeza meruloides,Chamaeza meruloides
species,Chamaeza ruficauda,Chamaeza ruficauda
ssp,,
species,Chamaeza turdina,Chamaeza turdina
ssp,Chamaeza turdina turdina,
ssp,Chamaeza turdina chionogaster,
species,Chamaeza mollissima,Chamaeza mollissima
ssp,Chamaeza mollissima mollissima,
ssp,Chamaeza mollissima yungae,
species,Grallaria squamigera,Grallaria squamigera
ssp,Grallaria squamigera squamigera,
